bist_time,ask,bid,volume
1663743766041024810,20.04,20.0,1244480
1663743766365104830,20.04,20.0,1245515
1663743767232092419,20.04,20.0,1245515
1663743768779381252,20.04,20.0,1262930
1663743769331850952,20.04,20.0,1267930
1663743769399348901,20.04,20.0,1267930
1663743770467328082,20.04,20.0,1267930
1663743770644822297,20.04,20.0,1267930
1663743771126492237,20.04,20.0,1269320
1663743771530663248,20.04,20.0,1269320
1663743772328048474,20.04,20.0,1269537
1663743772520286427,20.04,20.0,1273814
1663743773052316031,20.04,20.0,1273837
1663743773052316031,20.04,20.0,1269695
1663743773052316031,20.04,20.0,1269330
1663743773052316031,20.04,20.0,1268465
1663743773052316031,20.04,19.99,1255923
1663743773052316031,20.04,19.99,1255923
1663743773053098746,20.04,20.0,1259599
1663743774118469603,20.04,20.0,1264599
1663743774402823936,20.04,20.0,1264599
1663743774492283517,20.04,20.0,1264599
1663743774499982429,20.04,20.0,1264599
1663743774635162406,20.04,20.0,1264599
1663743774635162406,20.0,19.99,1264645
1663743776490116534,20.0,19.99,1284501
1663743777349488419,20.0,19.99,1284502
1663743778592484352,20.0,19.99,1285259
1663743778927788792,20.0,19.99,1285260
1663743779728728246,20.0,19.99,1285261
1663743779729064559,20.02,20.0,1277975
1663743780064509071,20.02,20.0,1281976
1663743780371763670,20.02,20.0,1281976
1663743780887753379,20.02,20.0,1281976
1663743781731375517,20.02,20.0,1281976
1663743781745953219,20.02,20.0,1281976
1663743782471199809,20.02,20.0,1286310
1663743782750137064,20.02,20.0,1286310
1663743783174821268,20.02,20.0,1291810
1663743783360821473,20.02,19.99,1288867
1663743786749564442,20.0,19.99,1343105
1663743788157294618,20.0,19.99,1343208
1663743789358204326,20.0,19.99,1343310
1663743790950676247,20.0,19.99,1344313
1663743791079742976,20.0,19.99,1344313
1663743791884753241,20.0,19.99,1343406
1663743792715179434,20.0,19.99,1343408
1663743794413448800,20.0,19.99,1343474
1663743795020312370,20.0,19.99,1343625
1663743795020637078,20.0,19.99,1343625
1663743795021124880,20.0,19.99,1336880
1663743795021124880,20.0,19.99,1336880
1663743795021124880,20.0,19.99,1336880
1663743795021124880,20.0,19.99,1336880
1663743795021124880,20.0,19.99,1336880
1663743795021124880,20.0,19.99,1336880
1663743795021124880,20.0,19.99,1336880
1663743795021124880,20.0,19.99,1332323
1663743799641450765,20.0,19.99,1430244
1663743799739641347,20.0,19.99,1430244
1663743800303680691,20.0,19.99,1430244
1663743800610174191,20.0,19.99,1430244
1663743800610174191,20.0,19.99,1430244
1663743800709454676,20.0,19.99,1430244
1663743801152206828,20.0,19.99,1430246
1663743801598903568,20.0,19.99,1430246
1663743801678484962,20.0,19.99,1430246
1663743801678484962,20.0,19.99,1429557
1663743801678484962,20.0,19.99,1429557
1663743802132295233,20.0,19.99,1429557
1663743802555745498,20.0,19.99,1429557
1663743803021220810,20.0,19.99,1429557
1663743803110758264,20.0,19.99,1430592
1663743803161891991,20.0,19.99,1430592
1663743803588723666,20.0,19.99,1430592
1663743804031644111,20.0,19.99,1433592
1663743804427703308,20.0,19.99,1433592
1663743804857803861,20.0,19.99,1433592
1663743805939016277,20.0,19.99,1433592
1663743806346569299,20.0,19.99,1425066
1663743806427005307,20.0,19.99,1451056
1663743806874800158,20.0,19.99,1451056
1663743807274087637,20.0,19.99,1451056
1663743807668494940,20.0,19.99,1451056
1663743807953077716,20.0,19.99,1451056
1663743808021317678,20.0,19.99,1453056
1663743809380384030,20.0,19.99,1468063
1663743809391884424,20.0,19.99,1468063
1663743809924122135,20.0,19.99,1468063
1663743811640781932,20.0,19.99,1487022
1663743812248419100,20.0,19.99,1489742
1663743812248419100,20.0,19.99,1483646
1663743812508252427,20.0,19.99,1512142
1663743812593336068,20.0,19.99,1513272
1663743813198343220,20.0,19.99,1513272
1663743813763110211,20.0,19.99,1513272
1663743813847350702,20.0,19.99,1512202
1663743813928051275,20.0,19.99,1513275
1663743815489083458,20.0,19.99,1540783
1663743815889022448,20.0,19.99,1540783
1663743816813463569,20.0,19.99,1540783
1663743817014328231,20.0,19.99,1540783
1663743817098499806,20.0,19.99,1540783
1663743817098499806,20.0,19.99,1540783
1663743817362932301,20.0,19.99,1529044
1663743817362932301,20.0,19.99,1528045
1663743817362932301,20.0,19.99,1528045
1663743817700638530,20.0,19.99,1527248
1663743817759177636,20.0,19.99,1527248
1663743817811042335,20.0,19.99,1527248
1663743818181202488,20.0,19.99,1527248
1663743818682454020,20.0,19.99,1527859
1663743818767062061,20.0,19.99,1527859
1663743819067260658,20.0,19.99,1552859
1663743819332165517,20.0,19.99,1552859
1663743819566280429,20.0,19.99,1555359
1663743819566280429,20.0,19.99,1555359
1663743819566853376,20.0,19.99,1555359
1663743820535865414,20.0,19.99,1555359
1663743820571342231,20.0,19.99,1555359
1663743822040710831,20.0,19.99,1555359
1663743822040710831,20.0,19.99,1555359
1663743822040710831,20.0,19.99,1555359
1663743822064666765,20.0,19.99,1558452
1663743822064666765,20.0,19.99,1558452
1663743822092213363,20.0,19.99,1558452
1663743822263856494,20.0,19.99,1558452
1663743822336071972,20.0,19.99,1558452
1663743822815064539,20.0,19.99,1558552
1663743822882789285,20.0,19.99,1558552
1663743823049532942,20.0,19.99,1578552
1663743823049532942,20.0,19.99,1578552
1663743823049532942,20.0,19.99,1577140
1663743823393657258,20.0,19.99,1577726
1663743823667580001,20.0,19.99,1577757
1663743823667580001,20.0,19.99,1577757
1663743823667580001,20.0,19.99,1577757
1663743823834183894,20.0,19.99,1577757
1663743823858762727,20.0,19.99,1577758
1663743824131849301,20.0,19.99,1577758
1663743824141005334,20.0,19.99,1577758
1663743824233037507,20.0,19.99,1577758
1663743824707945521,20.0,19.99,1577758
1663743825110365783,20.0,19.99,1577758
1663743825242609101,20.0,19.99,1577758
1663743825316612532,20.0,19.99,1590735
1663743825706254296,20.0,19.99,1590735
1663743825706254296,20.0,19.99,1590735
1663743825706254296,20.0,19.99,1590735
1663743825896450170,20.0,19.99,1590735
1663743826334924886,20.0,19.99,1590735
1663743826334924886,20.0,19.99,1590735
1663743826335072094,20.0,19.99,1589453
1663743826335072094,20.0,19.99,1585001
1663743826335072094,20.0,19.99,1585001
1663743826390360358,20.0,19.99,1585001
1663743826845752478,20.0,19.99,1585001
1663743827418018240,20.0,19.99,1585001
1663743827556505800,20.0,19.99,1591393
1663743827642268698,20.0,19.99,1589537
1663743827642406460,20.0,19.99,1588366
1663743827701555459,20.0,19.99,1588366
1663743827721375582,20.0,19.99,1588366
1663743828187981068,20.0,19.99,1588366
1663743828203389516,20.0,19.99,1588366
1663743828204198587,20.0,19.99,1589234
1663743828333846894,20.0,19.99,1589234
1663743828781474249,20.0,19.99,1589234
1663743829254509446,20.0,19.99,1589234
1663743829477822448,20.0,19.99,1589234
1663743829658561444,20.0,19.99,1589234
1663743829658695630,20.0,19.99,1575866
1663743829658695630,20.0,19.99,1575866
1663743829658695630,20.0,19.99,1575866
1663743829658695630,20.0,19.98,1568148
1663743829658695630,20.0,19.98,1568148
1663743829659301498,20.0,19.98,1568148
1663743829659301498,20.0,19.98,1568148
1663743829659301498,20.0,19.98,1568148
1663743829784006135,20.0,19.98,1568148
1663743830444130888,20.0,19.98,1568148
1663743830811630160,20.0,19.98,1568148
1663743831352079249,20.0,19.98,1569358
1663743831974131933,20.0,19.98,1569358
1663743832125412893,20.0,19.98,1569358
1663743832407564954,20.0,19.98,1545205
1663743832407564954,20.0,19.98,1545205
1663743832407564954,20.0,19.98,1545205
1663743832407564954,20.0,19.98,1545205
1663743832407564954,20.0,19.98,1544743
1663743832407951815,20.0,19.98,1544743
1663743832407951815,20.0,19.98,1544743
1663743832407951815,20.0,19.98,1544692
1663743832407951815,20.0,19.98,1544692
1663743832407951815,20.0,19.98,1544692
1663743832414415941,20.0,19.98,1561713
1663743832414415941,20.0,19.98,1561713
1663743832414415941,20.0,19.98,1561713
1663743832414415941,20.0,19.98,1561713
1663743832414415941,20.0,19.98,1559572
1663743832417009631,20.0,19.98,1581649
1663743832431690083,20.0,19.98,1581649
1663743833024099682,20.0,19.98,1581649
1663743833511306994,20.0,19.98,1583902
1663743833669607717,20.0,19.98,1589944
1663743833906044491,20.0,19.98,1589944
1663743834286084074,20.0,19.98,1589984
1663743834737950867,20.0,19.98,1589984
1663743835098422757,20.0,19.98,1589984
1663743835337488663,20.0,19.98,1589984
1663743835807441203,20.0,19.98,1589984
1663743836305861708,20.0,19.98,1589984
1663743836775790929,20.0,19.98,1589984
1663743837664314512,20.0,19.98,1590284
1663743838350440361,20.0,19.98,1590284
1663743838850771148,20.0,19.98,1590284
1663743838877757809,20.0,19.98,1590284
1663743839400149955,20.0,19.98,1590284
1663743840023827731,20.0,19.98,1590284
1663743840391813656,20.0,19.98,1590284
1663743840921294273,20.0,19.98,1590347
1663743840939468381,20.0,19.98,1590347
1663743841039179779,20.0,19.98,1590347
1663743841649847513,20.0,19.98,1590357
1663743842118786600,20.0,19.98,1590357
1663743842548762457,20.0,19.98,1590357
1663743843067800297,20.0,19.98,1590357
1663743843294277839,20.0,19.98,1590357
1663743843463714957,20.0,19.98,1590357
1663743844825583149,20.0,19.98,1586993
1663743844825583149,20.0,19.98,1586993
1663743844825583149,20.0,19.98,1586993
1663743844825583149,20.0,19.98,1586993
1663743844825583149,20.0,19.98,1586993
1663743844825583149,20.0,19.98,1586993
1663743844825583149,20.0,19.98,1586993
1663743844826196564,20.0,19.98,1583571
1663743844826196564,20.0,19.98,1583571
1663743844826196564,20.0,19.98,1583011
1663743844826196564,20.0,19.98,1583011
1663743844826196564,20.0,19.98,1583011
1663743844826196564,20.0,19.98,1583011
1663743844826196564,20.0,19.98,1583011
1663743844826196564,20.0,19.98,1583011
1663743844827072615,20.0,19.98,1583011
1663743844829042792,20.0,19.98,1589342
1663743844829042792,20.0,19.98,1589332
1663743844829042792,20.0,19.98,1589332
1663743846680822996,19.99,19.98,1636374
1663743847187209993,19.99,19.98,1634557
1663743847187209993,19.99,19.98,1634557
1663743847187209993,19.99,19.98,1634557
1663743847188038979,19.99,19.98,1634557
1663743847193107825,19.99,19.98,1634557
1663743847193107825,20.0,19.98,1632233
1663743848014134584,20.0,19.99,1637235
1663743848095257886,20.0,19.99,1637235
1663743849275254144,20.0,19.98,1637446
1663743849275254144,20.0,19.98,1637446
1663743849299229454,20.0,19.98,1637242
1663743849299505600,19.98,19.97,1647806
1663743854999519851,19.98,19.97,1677898
1663743855290076097,19.98,19.97,1680491
1663743855290076097,19.98,19.97,1679968
1663743857466403088,19.98,19.97,1706264
1663743858004776515,19.98,19.97,1706264
1663743858182990140,19.98,19.97,1705635
1663743858182990140,19.98,19.97,1702099
1663743858182990140,19.98,19.97,1701650
1663743858182990140,19.98,19.97,1700689
1663743858183134675,19.98,19.97,1704698
1663743858183191838,19.98,19.97,1704698
1663743858185480394,19.98,19.97,1704698
1663743858185817932,19.98,19.97,1704698
1663743862544924754,19.98,19.97,1725708
1663743862545435045,19.98,19.97,1725708
1663743862605461280,19.98,19.97,1725708
1663743863118218251,19.98,19.97,1725708
1663743863245658871,19.98,19.97,1725708
1663743863245658871,19.98,19.97,1725708
1663743863525078740,19.98,19.97,1725708
1663743863605378324,19.98,19.97,1725708
1663743865462785414,19.98,19.97,1728948
1663743865569224315,19.98,19.97,1729475
1663743866040175441,19.98,19.97,1732476
1663743866509279133,19.98,19.97,1740779
1663743866593440819,19.98,19.97,1740779
1663743866971197872,19.98,19.97,1740779
1663743867499746346,19.98,19.97,1756206
1663743867900323735,19.98,19.97,1756206
1663743868234877492,19.98,19.97,1756206
1663743868234877492,19.98,19.97,1755188
1663743868234877492,19.98,19.97,1754739
1663743868234877492,19.98,19.97,1751791
1663743868236250791,19.98,19.97,1751791
1663743869543715009,19.98,19.97,1751791
1663743870711965395,19.98,19.97,1747936
1663743871463468430,19.98,19.97,1788657
1663743871938103092,19.98,19.97,1788657
1663743872769097482,19.98,19.97,1788657
1663743872975612583,19.98,19.97,1809616
1663743873059252678,19.98,19.97,1809325
1663743873598665927,19.98,19.97,1809325
1663743873837902261,19.98,19.97,1809325
1663743874550571195,19.98,19.97,1804679
1663743874550571195,19.98,19.97,1803181
1663743874632449049,19.98,19.97,1803181
1663743876202464892,19.98,19.97,1859581
1663743876202614499,19.98,19.97,1859581
1663743876202614499,19.98,19.97,1859581
1663743876503012437,19.98,19.97,1863858
1663743876735568386,19.98,19.97,1863858
1663743876735568386,19.98,19.97,1863858
1663743877694082152,19.98,19.97,1870249
1663743877694409164,19.98,19.97,1870249
1663743877701654503,19.98,19.97,1870249
1663743877893020464,19.98,19.97,1870249
1663743878533334948,19.98,19.97,1882621
1663743878534054734,19.98,19.97,1882423
1663743879866090153,19.98,19.97,1882423
1663743880157649823,19.98,19.97,1882324
1663743880157649823,19.98,19.97,1882324
1663743881225816903,19.98,19.97,1886110
1663743881872978775,19.98,19.97,1886110
1663743881875356017,19.98,19.97,1885528
1663743881875356017,19.98,19.97,1882146
1663743881984075238,19.98,19.97,1882146
1663743882364484774,19.98,19.97,1882146
1663743882733858398,19.98,19.97,1882146
1663743882855687520,19.98,19.97,1881266
1663743882855687520,19.98,19.97,1879933
1663743882855851555,19.98,19.97,1865986
1663743882855851555,19.98,19.97,1864093
1663743882856488644,19.98,19.97,1864093
1663743883237664094,19.98,19.97,1864093
1663743883644462982,19.98,19.97,1864093
1663743884183023162,19.98,19.97,1864093
1663743884212982116,19.98,19.97,1864093
1663743884261752762,19.98,19.97,1864093
1663743884752730245,19.98,19.97,1864093
1663743885306534038,19.98,19.97,1864693
1663743885624940751,19.98,19.97,1864693
1663743885909711453,19.98,19.97,1864693
1663743886267904516,19.98,19.97,1864693
1663743886301238103,19.98,19.97,1864693
1663743886347110758,19.98,19.97,1864693
1663743886503959434,19.98,19.97,1889693
1663743886674244159,19.98,19.97,1889693
1663743887065326401,19.98,19.97,1889693
1663743887070199939,19.98,19.97,1889693
1663743887073911269,19.98,19.97,1889693
1663743887073995226,19.98,19.97,1878004
1663743887073995226,19.98,19.97,1878004
1663743887073995226,19.98,19.97,1878004
1663743887106325906,19.98,19.97,1878004
1663743887110828221,19.98,19.97,1878004
1663743887110828221,19.98,19.97,1878004
1663743887110828221,19.98,19.97,1878004
1663743887110828221,19.98,19.97,1878004
1663743887124320361,19.98,19.97,1903004
1663743887462243942,19.98,19.97,1903004
1663743887574970085,19.98,19.97,1903004
1663743887857188240,19.98,19.97,1903004
1663743888244523431,19.98,19.97,1903004
1663743888292857052,19.98,19.97,1904004
1663743888612854076,19.98,19.97,1904004
1663743888714811583,19.98,19.97,1904004
1663743888714811583,19.98,19.97,1904004
1663743888714811583,19.98,19.97,1903450
1663743888714811583,19.98,19.97,1903450
1663743888715999915,19.98,19.97,1902882
1663743888778310477,19.98,19.96,1902872
1663743888779879419,19.98,19.96,1902872
1663743888780793092,19.98,19.96,1902872
1663743889142587177,19.98,19.96,1902872
1663743889620857701,19.98,19.96,1902872
1663743890184922483,19.98,19.96,1902872
1663743890724124073,19.98,19.96,1902872
1663743891145287543,19.98,19.96,1902872
1663743891145287543,19.98,19.96,1902872
1663743891309221564,19.98,19.96,1902872
1663743891309221564,19.98,19.96,1902038
1663743891379362643,19.98,19.96,1902038
1663743891950728089,19.98,19.96,1902038
1663743892444929617,19.98,19.96,1902038
1663743892531342087,19.98,19.96,1879053
1663743892531342087,19.98,19.96,1879053
1663743892531342087,19.98,19.96,1876783
1663743892531342087,19.98,19.96,1876783
1663743892531342087,19.98,19.96,1876783
1663743892893215086,19.98,19.96,1876783
1663743893068565611,19.98,19.96,1876783
1663743893546141295,19.98,19.96,1876943
1663743893673355393,19.98,19.96,1881109
1663743893674549314,19.98,19.96,1881658
1663743893953796346,19.98,19.96,1881658
1663743893953796346,19.98,19.96,1881658
1663743893953796346,19.98,19.96,1879373
1663743893953796346,19.98,19.96,1879373
1663743893953796346,19.98,19.96,1879373
1663743893953796346,19.98,19.96,1879373
1663743893953796346,19.98,19.96,1879373
1663743894091468802,19.98,19.96,1879373
1663743894522320983,19.98,19.96,1879819
1663743894574168675,19.98,19.96,1879819
1663743894605683526,19.98,19.96,1879819
1663743894898969856,19.98,19.96,1879819
1663743894962441277,19.98,19.96,1876785
1663743895043636115,19.98,19.96,1898030
1663743895462768386,19.98,19.96,1894255
1663743895462768386,19.98,19.96,1894255
1663743895514073539,19.98,19.96,1894777
1663743895576854134,19.98,19.96,1895197
1663743895629712472,19.98,19.96,1895197
1663743896143805546,19.98,19.96,1895197
1663743896524701555,19.98,19.96,1895697
1663743897111353987,19.98,19.96,1896597
1663743897157641523,19.98,19.96,1896597
1663743897198097713,19.98,19.96,1896597
1663743897593867332,19.98,19.96,1901597
1663743897703839524,19.98,19.96,1901597
1663743897759590202,19.98,19.96,1901597
1663743897759590202,19.98,19.96,1901597
1663743897759590202,19.98,19.96,1901597
1663743898156622544,19.98,19.96,1901597
1663743898542592299,19.98,19.96,1901597
1663743899052927706,19.98,19.96,1901601
1663743899107530688,19.98,19.96,1901601
1663743899606590859,19.98,19.96,1901601
1663743899814691073,19.98,19.96,1902601
1663743899814691073,19.98,19.96,1902601
1663743899814691073,19.98,19.96,1902601
1663743899815146977,19.98,19.96,1902601
1663743899815170127,19.98,19.95,1875385
1663743899816374976,19.98,19.95,1875385
1663743900089885819,19.98,19.95,1875816
1663743900621437654,19.98,19.95,1875831
1663743900878061301,19.98,19.95,1883713
1663743900898188005,19.98,19.95,1883713
1663743901006898998,19.98,19.95,1883713
1663743901394306349,19.98,19.95,1881709
1663743901491508395,19.98,19.95,1881709
1663743901974544349,19.98,19.95,1885009
1663743902436165645,19.98,19.95,1886009
1663743902959161855,19.98,19.95,1911009
1663743903018522293,19.98,19.95,1911009
1663743903018522293,19.98,19.95,1911009
1663743903018522293,19.98,19.95,1911009
1663743903018522293,19.98,19.95,1911009
1663743903525168366,19.98,19.95,1936009
1663743903977585573,19.98,19.95,1936009
1663743904098341485,19.98,19.95,1961076
1663743904461309052,19.98,19.95,1961083
1663743904913669905,19.98,19.95,1961084
1663743905235907823,19.98,19.95,1961084
1663743905600289903,19.98,19.95,1960798
1663743905600289903,19.98,19.95,1960798
1663743905870593815,19.98,19.95,1976042
1663743905870672560,19.98,19.95,1956813
1663743905870672560,19.98,19.95,1954376
1663743905870672560,19.98,19.95,1954210
1663743906082478401,19.98,19.95,1952597
1663743906082478401,19.98,19.95,1952223
1663743906314445222,19.98,19.95,1954723
1663743907889545055,19.98,19.95,1954723
1663743908457407586,19.98,19.95,1954723
1663743908677213009,19.98,19.95,1954723
1663743909478214816,19.98,19.94,1955588
1663743909666075424,19.98,19.94,1945745
1663743909666235995,19.98,19.94,1944717
1663743909666235995,19.98,19.94,1944717
1663743909666235995,19.98,19.94,1944717
1663743909666235995,19.98,19.94,1944717
1663743909666937940,19.98,19.94,1936704
1663743909666937940,19.98,19.94,1936704
1663743909948711972,19.98,19.94,1936704
1663743910570391108,19.98,19.94,1954143
1663743910570418309,19.98,19.94,1951269
1663743913320366940,19.98,19.94,1950215
1663743913320366940,19.98,19.94,1950215
1663743913321488713,19.98,19.94,1950737
1663743913712846121,19.98,19.94,1950485
1663743914055613489,19.98,19.94,1949614
1663743914228467152,19.98,19.94,1974649
1663743914228632836,19.98,19.94,1974649
1663743914228632836,19.98,19.94,1974649
1663743914260317516,19.98,19.94,1974654
1663743914945159677,19.98,19.94,1974654
1663743914945159677,19.98,19.94,1974654
1663743915131794972,19.98,19.94,1974654
1663743915563849959,19.98,19.94,1974654
1663743915591264234,19.98,19.94,1974654
1663743915591264234,19.98,19.94,1974654
1663743915591727723,19.98,19.94,1974654
1663743917016418309,19.98,19.94,1974654
1663743917016418309,19.98,19.94,1973671
1663743917016418309,19.98,19.94,1973671
1663743917016418309,19.98,19.94,1973671
1663743917023932743,19.98,19.94,1992265
1663743917024211990,19.98,19.94,1989382
1663743917137624915,19.98,19.94,1989382
1663743917137624915,19.98,19.94,1989382
1663743917137624915,19.98,19.94,1989382
1663743917322175474,19.98,19.94,1989382
1663743917513921829,19.98,19.94,1989382
1663743917513921829,19.98,19.94,1989382
1663743917513921829,19.98,19.94,1989382
1663743917513921829,19.98,19.94,1989382
1663743918111059993,19.98,19.94,1989382
1663743918111059993,19.98,19.94,1988961
1663743918111059993,19.98,19.94,1988862
1663743918443675146,19.98,19.94,1988862
1663743918443675146,19.98,19.94,1988862
1663743918469032736,19.98,19.93,1986037
1663743918469032736,19.98,19.93,1985824
1663743918494491197,19.98,19.93,1985824
1663743918904616798,19.98,19.93,1985824
1663743919261622001,19.98,19.93,1986351
1663743919768617089,19.98,19.93,1986351
1663743919768617089,19.98,19.93,1986351
1663743919768617089,19.98,19.93,1984437
1663743919768617089,19.98,19.93,1984437
1663743919770348545,19.98,19.93,1984911
1663743919822617668,19.98,19.93,1984911
1663743919822617668,19.98,19.93,1984886
1663743919822617668,19.98,19.93,1984886
1663743919822617668,19.98,19.93,1984552
1663743919822617668,19.98,19.93,1984552
1663743919822617668,19.98,19.93,1984552
1663743919827868556,19.98,19.93,1984552
1663743920064248750,19.98,19.93,1984552
1663743920431368716,19.98,19.93,1984552
1663743922400320415,19.98,19.93,1974908
1663743922400320415,19.98,19.93,1974908
1663743922400320415,19.98,19.93,1974089
1663743922443294485,19.98,19.93,1973146
1663743922443438533,19.98,19.92,1968709
1663743922443833579,19.98,19.92,1967272
1663743922547933673,19.98,19.92,1968672
1663743922915526631,19.98,19.92,1968672
1663743922915920316,19.93,19.92,1979063
1663743922915996898,19.93,19.92,1975920
1663743922945478027,19.93,19.92,1974970
1663743924673960552,19.93,19.92,1975980
